 energy -- xe (complex wv) -- vcon (real part ip)
   13.523600000000000             (3.7000912179989158,-2.40418133185666266E-002) -0.16649701272505602     

  -- absorber excited regular wf for all l -- 

  l=            0
   7.1431675511229406E-002        (1.8712980558680916,-6.37273706855352451E-002)
   7.2889464807376944E-002        (1.8692952969325789,-6.36574146958412274E-002)
   7.4347254103524482E-002        (1.8664629430293285,-6.35591592899606150E-002)
   7.5805043399672020E-002        (1.8628311254575700,-6.34336321064874475E-002)
   7.7262832695819558E-002        (1.8584291221073019,-6.32818317194249469E-002)
   7.8720621991967096E-002        (1.8532853809570322,-6.31047284374899459E-002)
   8.0178411288114634E-002        (1.8474275432451506,-6.29032650923465608E-002)
   8.1636200584262172E-002        (1.8408824684498373,-6.26783578884575893E-002)
   8.3093989880409710E-002        (1.8336762514265270,-6.24308969859400029E-002)
   8.4551779176557249E-002        (1.8258342467142938,-6.21617473275537097E-002)
   8.6009568472704787E-002        (1.8173810897369724,-6.18717493599888341E-002)
   8.7467357768852325E-002        (1.8083407012261468,-6.15617191839839123E-002)
   9.0382936361147401E-002        (1.7885903069326765,-6.08847037834763932E-002)
   9.3298514953442477E-002        (1.7667616195613498,-6.01367935086747699E-002)
   9.6214093545737553E-002        (1.7430228915849777,-5.93237297139614997E-002)
   9.9129672138032629E-002        (1.7175328926866456,-5.84509306467288839E-002)
  0.10204525073032771             (1.6904414521795432,-5.75235099045021264E-002)
  0.10496082932262278             (1.6618899730105452,-5.65462939254658958E-002)
  0.10787640791491786             (1.6320118348450094,-5.55238357052282930E-002)
  0.11079198650721293             (1.6009326929660901,-5.44604249699099582E-002)
  0.11370756509950801             (1.5687714180572170,-5.33601201535575803E-002)
  0.11662314369180309             (1.5356399222599055,-5.22267424850913209E-002)
  0.11953872228409816             (1.5016436923313292,-5.10638941321882658E-002)
  0.12245430087639324             (1.4668821289104210,-4.98749697492978025E-002)
  0.12536987946868833             (1.4314488705052353,-4.86631675059973831E-002)
  0.12828545806098340             (1.3954320406142522,-4.74314975021126808E-002)
  0.13120103665327848             (1.3589143633767007,-4.61827857143224801E-002)
  0.13411661524557356             (1.3219742315802516,-4.49197103131103656E-002)
  0.13703219383786863             (1.2846851443354979,-4.36447825634531106E-002)
  0.13994777243016371             (1.2471159959859968,-4.23603566630493741E-002)
  0.14286335102245878             (1.2093305938648011,-4.10686133834597955E-002)
  0.14577892961475386             (1.1713908922512357,-3.97716699361868181E-002)
  0.14869450820704894             (1.1333540908257576,-3.84714814357148202E-002)
  0.15161008679934401             (1.0952737148450533,-3.71698776074159201E-002)
  0.15452566539163909             (1.0571999429131673,-3.58685739377113885E-002)
  0.15744124398393416             (1.0191797096695703,-3.45691751812195330E-002)
  0.16035682257622924            (0.98125690592603221,-3.32731821748777357E-002)
  0.16327240116852432            (0.94347253571016731,-3.19819971888037208E-002)
  0.16618797976081939            (0.90586484754205998,-3.06969284026458421E-002)
  0.16910355835311447            (0.86846952643716313,-2.94191964396829445E-002)
  0.17201913694540955            (0.83131978732591050,-2.81499375580523750E-002)
  0.17493471553770462            (0.79444652122463355,-2.68902086290760366E-002)
  0.17785029412999970            (0.75787840703141651,-2.56409909499785704E-002)
  0.18076587272229477            (0.72164205825371042,-2.44031952380008126E-002)
  0.18368145131458985            (0.68576204447787448,-2.31776623851419616E-002)
  0.18659702990688493            (0.65026114011947866,-2.19651718998279712E-002)
  0.18951260849918000            (0.61516027115192629,-2.07664401344287153E-002)
  0.19242818709147508            (0.58047873573292641,-1.95821277698367789E-002)
  0.19534376568377015            (0.54623412991598652,-1.84128373385305973E-002)
  0.19825934427606523            (0.51244264124043770,-1.72591231631653574E-002)
  0.20117492286836031            (0.47911901095116433,-1.61214901115569291E-002)
  0.20409050146065538            (0.44627663261320377,-1.50003969520254906E-002)
  0.20992165864524553            (0.38208289808301726,-1.28094495717202082E-002)
  0.21575281582983569            (0.31994433667891664,-1.06891214245189298E-002)
  0.22158397301442584            (0.25992651356854679,-8.64165966487806005E-003)
  0.22741513019901599            (0.20207962721707540,-6.66878527057666350E-003)
  0.23324628738360614            (0.14644018347142748,-4.77175017810747403E-003)
  0.23907744456819630       (9.30323698807353772E-002,-2.95138436967090287E-003)
  0.24490860175278645       (4.18695585179332461E-002,-1.20814704953948419E-003)
  0.25073975893737660       (-7.04450065666841537E-003,4.57832528503553018E-004)
